task_id_key,pred_type,task_code,remaining_duration,TaskCodeAndName,predecessor_task_code,Successor_Level_2,Predecessor_Level_2,Link_Type,WBS_Link_Direction,CriticalLink,Is Driving Predecessor,Type Validity,early_start_date,early_end_date,predecessor_status_code,task_type,predecessor_task_type,lag,start,finish,predecessor_start,predecessor_finish,free_float,pred_task_id_key,status_code,total_float,task_pred_id_key,PredTaskCodeAndName,predecessor_Total Float,predecessor_name
C4068-C-2603_20260325.xer.128711273,PR_FS,622040,0,622040 - Import General Fill - Fill 2,A3160,Construction,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711460,TK_Complete,,C4068-C-2603_20260325.xer.226242128,A3160 - Rain Event (28-29 October 2025),,Rain Event (28-29 October 2025)
C4068-C-2603_20260325.xer.128711223,PR_FS,621040,0,621040 - Import General Fill - Fill 1 (Ch 70 - 490),A3160,Construction,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711460,TK_Complete,,C4068-C-2603_20260325.xer.226242127,A3160 - Rain Event (28-29 October 2025),,Rain Event (28-29 October 2025)
C4068-C-2603_20260325.xer.128711331,PR_FS,623230,0,623230 - Curing Allowance Prior to Backfill - Abut A,623210,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711329,TK_Complete,,C4068-C-2603_20260325.xer.226242126,623210 - FRP Stage 1 To Top of Sill Beam - Abut A,,FRP Stage 1 To Top of Sill Beam - Abut A
C4068-C-2603_20260325.xer.128711344,PR_FS,623500,0,623500 - Construct Crane Lifting Pad,623225,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711333,TK_Complete,,C4068-C-2603_20260325.xer.226242125,623225 - Construct Mortar Pads and Install Bearings - Abut A,,Construct Mortar Pads and Install Bearings - Abut A
C4068-C-2603_20260325.xer.128711344,PR_FS,623500,0,623500 - Construct Crane Lifting Pad,623325,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711342,TK_Complete,,C4068-C-2603_20260325.xer.226242124,623325 - Construct Mortar Pads and Install Bearings - Abut B,,Construct Mortar Pads and Install Bearings - Abut B
C4068-C-2603_20260325.xer.128711341,PR_FS,623350,0,623350 - Place Rip Rap Abutment B,623320,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711339,TK_Complete,,C4068-C-2603_20260325.xer.226242121,623320 - FRP Stage 2 To Top of Curtain Wall - Abut B,,FRP Stage 2 To Top of Curtain Wall - Abut B
C4068-C-2603_20260325.xer.128711274,PR_FS,622050,0,622050 - UZF Conformance - Fill 2,623510,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711343,TK_Complete,,C4068-C-2603_20260325.xer.226242120,623510 - Install Super Tee's,,Install Super Tee's
C4068-C-2603_20260325.xer.128711343,PR_FS,623510,0,623510 - Install Super Tee's,623100-1,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711321,TK_Complete,,C4068-C-2603_20260325.xer.226242118,623100-1 - Abutment B Construct Scour Rock,,Abutment B Construct Scour Rock
C4068-C-2603_20260325.xer.128711343,PR_FS,623510,0,623510 - Install Super Tee's,623110-1,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711317,TK_Complete,,C4068-C-2603_20260325.xer.226242117,623110-1 - Abutment A Construct Scour Rock,,Abutment A Construct Scour Rock
C4068-C-2603_20260325.xer.128711196,PR_FS,A2820,0,A2820 - Install Sediment and Erosion Controls (Weekend Closure),A3120,Construction,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711456,TK_Complete,,C4068-C-2603_20260325.xer.226242109,A3120 - Rain Event (02-03 July 2025),,Rain Event (02-03 July 2025)
C4068-C-2603_20260325.xer.128711195,PR_FS,611010,0,611010 - Install Temporary Security Fencing,A3120,Construction,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711456,TK_Complete,,C4068-C-2603_20260325.xer.226242108,A3120 - Rain Event (02-03 July 2025),,Rain Event (02-03 July 2025)
C4068-C-2603_20260325.xer.128711194,PR_FS,611020,0,611020 - Demolish Existing Fence,A3120,Construction,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711456,TK_Complete,,C4068-C-2603_20260325.xer.226242107,A3120 - Rain Event (02-03 July 2025),,Rain Event (02-03 July 2025)
C4068-C-2603_20260325.xer.128711193,PR_FS,610060,0,610060 - Dewater Low Lying Areas at Ch 340 and Ch 450 (if required),A3120,Construction,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711456,TK_Complete,,C4068-C-2603_20260325.xer.226242106,A3120 - Rain Event (02-03 July 2025),,Rain Event (02-03 July 2025)
C4068-C-2603_20260325.xer.128711191,PR_FS,610050,0,610050 - Install Traffic Barriers (Weekend Closure),A3120,Construction,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711456,TK_Complete,,C4068-C-2603_20260325.xer.226242105,A3120 - Rain Event (02-03 July 2025),,Rain Event (02-03 July 2025)
C4068-C-2603_20260325.xer.128711190,PR_FS,610040,0,610040 - Temporary Linemarking (Weekend Closure),A3120,Construction,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711456,TK_Complete,,C4068-C-2603_20260325.xer.226242104,A3120 - Rain Event (02-03 July 2025),,Rain Event (02-03 July 2025)
C4068-C-2603_20260325.xer.128711189,PR_FS,610030,0,610030 - Construct Temporary Widenings and Temporary Pavement (Weekend Closure),A3120,Construction,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711456,TK_Complete,,C4068-C-2603_20260325.xer.226242103,A3120 - Rain Event (02-03 July 2025),,Rain Event (02-03 July 2025)
C4068-C-2603_20260325.xer.128711188,PR_FS,610010,0,610010 - Services Search and Protection (Weekend Closure),A3120,Construction,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711456,TK_Complete,,C4068-C-2603_20260325.xer.226242102,A3120 - Rain Event (02-03 July 2025),,Rain Event (02-03 July 2025)
C4068-C-2603_20260325.xer.128711459,PR_FS,A3150,0,A3150 - Rain Event (10-12 September 2025),NEW-ID-A1160,Claims for Extension of Time,Claims for Extension of Time,Internal Link,Claims for Extension of Time ? Claims for Extension of Time,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711455,TK_Complete,,C4068-C-2603_20260325.xer.226242097,NEW-ID-A1160 - Flood Event (25 Aug 2025 - 26 Aug 2025) - Ref. LET-000055 dated 26AUG25,,Flood Event (25 Aug 2025 - 26 Aug 2025) - Ref. LET-000055 dated 26AUG25
C4068-C-2603_20260325.xer.128711452,PR_FS,NEW-ID-A1130,0,NEW-ID-A1130 - Rain Event (02 Aug 2025 - 04 Aug 2025) - Ref. LET-000042 dated 05AUG25,A3140,Claims for Extension of Time,Claims for Extension of Time,Internal Link,Claims for Extension of Time ? Claims for Extension of Time,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711458,TK_Complete,,C4068-C-2603_20260325.xer.226242096,A3140 - Rain Event (30-31 July 2025),,Rain Event (30-31 July 2025)
C4068-C-2603_20260325.xer.128711456,PR_FS,A3120,0,A3120 - Rain Event (02-03 July 2025),NEW-ID-A1110,Claims for Extension of Time,Claims for Extension of Time,Internal Link,Claims for Extension of Time ? Claims for Extension of Time,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711451,TK_Complete,,C4068-C-2603_20260325.xer.226242095,NEW-ID-A1110 - Rain Event (19 May 2025 - 23 May 2025) - Ref. LET-000038 dated 22JUL25,,Rain Event (19 May 2025 - 23 May 2025) - Ref. LET-000038 dated 22JUL25
C4068-C-2603_20260325.xer.128711458,PR_FS,A3140,0,A3140 - Rain Event (30-31 July 2025),A3130,Claims for Extension of Time,Claims for Extension of Time,Internal Link,Claims for Extension of Time ? Claims for Extension of Time,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711457,TK_Complete,,C4068-C-2603_20260325.xer.226242094,A3130 - Rain Event (23 July 2025),,Rain Event (23 July 2025)
C4068-C-2603_20260325.xer.128711457,PR_FS,A3130,0,A3130 - Rain Event (23 July 2025),A3120,Claims for Extension of Time,Claims for Extension of Time,Internal Link,Claims for Extension of Time ? Claims for Extension of Time,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711456,TK_Complete,,C4068-C-2603_20260325.xer.226242093,A3120 - Rain Event (02-03 July 2025),,Rain Event (02-03 July 2025)
C4068-C-2603_20260325.xer.128711318,PR_FS,623150,0,623150 - Abutment B (3 x Bored Piles),623140,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711319,TK_Complete,,C4068-C-2603_20260325.xer.226242092,623140 - Mobilise Piling Rig to Abutment B,,Mobilise Piling Rig to Abutment B
C4068-C-2603_20260325.xer.128711321,PR_FS,623100-1,0,623100-1 - Abutment B Construct Scour Rock,623100,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711320,TK_Complete,,C4068-C-2603_20260325.xer.226242091,623100 - Construct Piling Platform Abutment B (Including STAZ),,Construct Piling Platform Abutment B (Including STAZ)
C4068-C-2603_20260325.xer.128711317,PR_FS,623110-1,0,623110-1 - Abutment A Construct Scour Rock,623110,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711316,TK_Complete,,C4068-C-2603_20260325.xer.226242090,623110 - Construct Piling Platform Abutment A (Including STAZ),,Construct Piling Platform Abutment A (Including STAZ)
C4068-C-2603_20260325.xer.128711319,PR_FS,623140,0,623140 - Mobilise Piling Rig to Abutment B,623100,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711320,TK_Complete,,C4068-C-2603_20260325.xer.226242089,623100 - Construct Piling Platform Abutment B (Including STAZ),,Construct Piling Platform Abutment B (Including STAZ)
C4068-C-2603_20260325.xer.128711323,PR_FS,623160,0,623160 - Demobilise Piling Rig,623130,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711315,TK_Complete,,C4068-C-2603_20260325.xer.226242088,623130 - Abutment A (3 x Bored Piles),,Abutment A (3 x Bored Piles)
C4068-C-2603_20260325.xer.128711325,PR_FS,623180,0,623180 - Curing Allowance Prior To Testing,623170,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711324,TK_Complete,,C4068-C-2603_20260325.xer.226242087,623170 - Break Back Piles,,Break Back Piles
C4068-C-2603_20260325.xer.128711314,PR_FS,623120,0,623120 - Relocate Piling Rig to Abutment A,623150,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711318,TK_Complete,,C4068-C-2603_20260325.xer.226242086,623150 - Abutment B (3 x Bored Piles),,Abutment B (3 x Bored Piles)
C4068-C-2603_20260325.xer.128711167,PR_FS,220120,0,220120 - Design Crane Lifting Pad,623190,Temporary Works Design,Construction,Cross-WBS Link,Construction ? Temporary Works Design,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711322,TK_Complete,,C4068-C-2603_20260325.xer.226242081,623190 - Conduct Pile Integrity Testing,,Conduct Pile Integrity Testing
C4068-C-2603_20260325.xer.128711454,PR_FS,NEW-ID-A1150,0,NEW-ID-A1150 - Rain Event (21 Aug 2025 - 22 Aug 2025) - Ref. LET-000055 dated 26AUG25,NEW-ID-A1140,Claims for Extension of Time,Claims for Extension of Time,Internal Link,Claims for Extension of Time ? Claims for Extension of Time,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711453,TK_Complete,,C4068-C-2603_20260325.xer.226242059,NEW-ID-A1140 - Flood Event (05 Aug 2025 - 11 Aug 2025) - Ref. LET-000042 dated 05AUG25,,Flood Event (05 Aug 2025 - 11 Aug 2025) - Ref. LET-000042 dated 05AUG25
C4068-C-2603_20260325.xer.128711156,PR_FS,152900,0,152900 - Prepare and Submit Borehole Logs and Geotechnical Report,A3030,Project Management,Project Management,Internal Link,Project Management ? Project Management,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711142,TK_Complete,,C4068-C-2603_20260325.xer.226242058,A3030 - IFC submitted,,IFC submitted
C4068-C-2603_20260325.xer.128711201,PR_FS,611050,0,611050 - Fire Trail Import Spread and Compact DGB,611040,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711200,TK_Complete,,C4068-C-2603_20260325.xer.226242057,611040 - Fire Trail General Earthworks Cut / Fill / Import,,Fire Trail General Earthworks Cut / Fill / Import
C4068-C-2603_20260325.xer.128711199,PR_FS,611030,0,611030 - Strip Top soil (East),611020,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711194,TK_Complete,,C4068-C-2603_20260325.xer.226242056,611020 - Demolish Existing Fence,,Demolish Existing Fence
C4068-C-2603_20260325.xer.128711199,PR_FS,611030,0,611030 - Strip Top soil (East),A2820,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711196,TK_Complete,,C4068-C-2603_20260325.xer.226242055,A2820 - Install Sediment and Erosion Controls (Weekend Closure),,Install Sediment and Erosion Controls (Weekend Closure)
C4068-C-2603_20260325.xer.128711413,PR_FS,142410,0,142410 - Conduct UXO Clearance Inspection and Prepare UXO Clearance Certificate,320020,Construction,Procurement,Cross-WBS Link,Procurement ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711186,TK_Complete,,C4068-C-2603_20260325.xer.226242053,320020 - UXO Clearance Contractor Mobilization,,UXO Clearance Contractor Mobilization
C4068-C-2603_20260325.xer.128711266,PR_FS,622400,0,622400 - Topsoil and Hydromulch - Fill 2,622040,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711273,TK_Complete,,C4068-C-2603_20260325.xer.226242041,622040 - Import General Fill - Fill 2,,Import General Fill - Fill 2
C4068-C-2603_20260325.xer.128711273,PR_FS,622040,0,622040 - Import General Fill - Fill 2,621040,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711223,TK_Complete,,C4068-C-2603_20260325.xer.226242040,621040 - Import General Fill - Fill 1 (Ch 70 - 490),,Import General Fill - Fill 1 (Ch 70 - 490)
C4068-C-2603_20260325.xer.128711216,PR_FS,621400,0,621400 - Topsoil and Hydromulch - Fill 1 (Ch 70 - 490),621040,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711223,TK_Complete,,C4068-C-2603_20260325.xer.226242039,621040 - Import General Fill - Fill 1 (Ch 70 - 490),,Import General Fill - Fill 1 (Ch 70 - 490)
C4068-C-2603_20260325.xer.128711223,PR_FS,621040,0,621040 - Import General Fill - Fill 1 (Ch 70 - 490),621030,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711222,TK_Complete,,C4068-C-2603_20260325.xer.226242038,621030 - Cut To Fill - Fill 1 (Ch 70 - 490),,Cut To Fill - Fill 1 (Ch 70 - 490)
C4068-C-2603_20260325.xer.128711455,PR_FS,NEW-ID-A1160,0,NEW-ID-A1160 - Flood Event (25 Aug 2025 - 26 Aug 2025) - Ref. LET-000055 dated 26AUG25,NEW-ID-A1150,Claims for Extension of Time,Claims for Extension of Time,Internal Link,Claims for Extension of Time ? Claims for Extension of Time,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711454,TK_Complete,,C4068-C-2603_20260325.xer.226242036,NEW-ID-A1150 - Rain Event (21 Aug 2025 - 22 Aug 2025) - Ref. LET-000055 dated 26AUG25,,Rain Event (21 Aug 2025 - 22 Aug 2025) - Ref. LET-000055 dated 26AUG25
C4068-C-2603_20260325.xer.128711452,PR_FS,NEW-ID-A1130,0,NEW-ID-A1130 - Rain Event (02 Aug 2025 - 04 Aug 2025) - Ref. LET-000042 dated 05AUG25,NEW-ID-A1110,Claims for Extension of Time,Claims for Extension of Time,Internal Link,Claims for Extension of Time ? Claims for Extension of Time,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711451,TK_Complete,,C4068-C-2603_20260325.xer.226242035,NEW-ID-A1110 - Rain Event (19 May 2025 - 23 May 2025) - Ref. LET-000038 dated 22JUL25,,Rain Event (19 May 2025 - 23 May 2025) - Ref. LET-000038 dated 22JUL25
C4068-C-2603_20260325.xer.128711453,PR_FS,NEW-ID-A1140,0,NEW-ID-A1140 - Flood Event (05 Aug 2025 - 11 Aug 2025) - Ref. LET-000042 dated 05AUG25,NEW-ID-A1130,Claims for Extension of Time,Claims for Extension of Time,Internal Link,Claims for Extension of Time ? Claims for Extension of Time,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711452,TK_Complete,,C4068-C-2603_20260325.xer.226242034,NEW-ID-A1130 - Rain Event (02 Aug 2025 - 04 Aug 2025) - Ref. LET-000042 dated 05AUG25,,Rain Event (02 Aug 2025 - 04 Aug 2025) - Ref. LET-000042 dated 05AUG25
